season,player_name,position,height,weight,age,forty,bench,vertical,injury,injury_index,position_index,prev_knee,prev_ankle,prev_hamstring,prev_shoulder,prev_foot,prev_concussion,prev_groin,prev_back,prev_calf,prev_hip,prev_neck,prev_toe,prev_quadricep,prev_elbow,prev_hand,prev_rib,prev_wrist,prev_thumb,prev_abdomen,prev_head,prev_finger,prev_achilles,prev_shin,prev_pectoral,prev_forearm,prev_heel,prev_biceps,prev_fibula
2020,A.J. Brown,WR,72.0,226.0,23.0,4.49,19.0,36.5,knee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,A.J. Brown,WR,72.0,226.0,23.0,4.49,19.0,36.5,knee,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,A.J. Brown,WR,72.0,226.0,23.0,4.49,19.0,36.5,knee,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,A.J. Brown,WR,73.0,226.0,24.0,4.49,19.0,36.5,hamstring,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,A.J. Brown,WR,73.0,226.0,24.0,4.49,19.0,36.5,knee,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,A.J. Brown,WR,73.0,226.0,26.0,4.49,19.0,36.5,knee,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,A.J. Brown,WR,73.0,226.0,27.0,4.49,19.0,36.5,hamstring,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,A.J. Brown,WR,73.0,226.0,27.0,4.49,19.0,36.5,hamstring,2,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,A.J. Brown,WR,73.0,226.0,27.0,4.49,19.0,36.5,hamstring,2,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,A.J. Brown,WR,73.0,226.0,27.0,4.49,19.0,36.5,knee,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,A.J. Edds,LB,76.0,244.0,23.0,4.62,16.0,33.0,concussion,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,A.J. Edds,LB,76.0,244.0,23.0,4.62,16.0,33.0,concussion,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,A.J. Edds,LB,76.0,244.0,23.0,4.62,16.0,33.0,ankle,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,A.J. Edds,LB,76.0,244.0,23.0,4.62,16.0,33.0,ankle,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,A.J. Edds,LB,76.0,244.0,23.0,4.62,16.0,33.0,ankle,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,A.J. Edds,LB,76.0,244.0,23.0,4.62,16.0,33.0,ankle,1,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,A.J. Green,WR,76.0,207.0,23.0,4.48,18.0,34.5,toe,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,A.J. Green,WR,76.0,207.0,23.0,4.48,18.0,34.5,knee,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,A.J. Green,WR,76.0,207.0,23.0,4.48,18.0,34.5,knee,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,A.J. Green,WR,76.0,207.0,23.0,4.48,18.0,34.5,shoulder,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,A.J. Green,WR,76.0,207.0,23.0,4.48,18.0,34.5,shoulder,3,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,A.J. Green,WR,76.0,207.0,24.0,4.48,18.0,34.5,knee,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,A.J. Green,WR,76.0,207.0,25.0,4.48,18.0,34.5,groin,6,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,A.J. Green,WR,76.0,207.0,25.0,4.48,18.0,34.5,knee,0,0,3,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A.J. Green,WR,76.0,207.0,26.0,4.48,18.0,34.5,foot,4,0,4,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A.J. Green,WR,76.0,207.0,26.0,4.48,18.0,34.5,toe,11,0,4,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A.J. Green,WR,76.0,207.0,26.0,4.48,18.0,34.5,toe,11,0,4,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A.J. Green,WR,76.0,207.0,26.0,4.48,18.0,34.5,toe,11,0,4,0,0,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A.J. Green,WR,76.0,207.0,26.0,4.48,18.0,34.5,toe,11,0,4,0,0,2,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A.J. Green,WR,76.0,207.0,26.0,4.48,18.0,34.5,toe,11,0,4,0,0,2,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A.J. Green,WR,76.0,207.0,26.0,4.48,18.0,34.5,toe,11,0,4,0,0,2,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A.J. Green,WR,76.0,207.0,26.0,4.48,18.0,34.5,biceps,26,0,4,0,0,2,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A.J. Green,WR,76.0,207.0,26.0,4.48,18.0,34.5,concussion,5,0,4,0,0,2,1,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,A.J. Green,WR,76.0,207.0,27.0,4.48,18.0,34.5,knee,0,0,4,0,0,2,1,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,A.J. Green,WR,76.0,207.0,28.0,4.48,18.0,34.5,hamstring,2,0,5,0,0,2,1,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,A.J. Green,WR,76.0,207.0,28.0,4.48,18.0,34.5,hamstring,2,0,5,0,1,2,1,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,A.J. Green,WR,76.0,207.0,28.0,4.48,18.0,34.5,hamstring,2,0,5,0,2,2,1,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,A.J. Green,WR,76.0,207.0,28.0,4.48,18.0,34.5,hamstring,2,0,5,0,3,2,1,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,A.J. Green,WR,76.0,207.0,28.0,4.48,18.0,34.5,hamstring,2,0,5,0,4,2,1,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016,A.J. Green,WR,76.0,207.0,28.0,4.48,18.0,34.5,hamstring,2,0,5,0,5,2,1,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,A.J. Green,WR,76.0,210.0,30.0,4.48,18.0,34.5,toe,11,0,5,0,6,2,1,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,A.J. Green,WR,76.0,210.0,30.0,4.48,18.0,34.5,toe,11,0,5,0,6,2,1,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,A.J. Green,WR,76.0,210.0,30.0,4.48,18.0,34.5,toe,11,0,5,0,6,2,1,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,0,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,1,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,2,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,3,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,4,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,5,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,6,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,7,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,8,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,9,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,10,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,11,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,12,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,13,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,A.J. Green,WR,76.0,210.0,31.0,4.48,18.0,34.5,ankle,1,0,5,14,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,A.J. Green,WR,76.0,210.0,34.0,4.48,18.0,34.5,knee,0,0,5,15,6,2,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,A.J. Jenkins,WR,72.0,200.0,24.0,4.37,12.0,38.5,concussion,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A.J. Jenkins,WR,72.0,200.0,24.0,4.37,12.0,38.5,shoulder,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A.J. Jenkins,WR,72.0,200.0,24.0,4.37,12.0,38.5,shoulder,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,A.Q. Shipley,C,73.0,309.0,26.0,5.19,33.0,31.0,knee,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,A.Q. Shipley,C,73.0,309.0,26.0,5.19,33.0,31.0,knee,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,A.Q. Shipley,C,73.0,309.0,26.0,5.19,33.0,31.0,knee,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A.Q. Shipley,C,73.0,307.0,28.0,5.19,33.0,31.0,ankle,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,A.Q. Shipley,C,73.0,307.0,28.0,5.19,33.0,31.0,ankle,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Aaron Jones,RB,69.0,208.0,22.0,4.56,16.0,37.5,knee,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Aaron Jones,RB,69.0,208.0,22.0,4.56,16.0,37.5,knee,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Aaron Jones,RB,69.0,208.0,22.0,4.56,16.0,37.5,knee,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Aaron Jones,RB,69.0,208.0,22.0,4.56,16.0,37.5,knee,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Aaron Jones,RB,69.0,208.0,25.0,4.56,16.0,37.5,calf,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Aaron Jones,RB,69.0,208.0,25.0,4.56,16.0,37.5,calf,8,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Aaron Jones,RB,69.0,208.0,25.0,4.56,16.0,37.5,calf,8,3,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Aaron Jones,RB,69.0,208.0,26.0,4.56,16.0,37.5,knee,0,3,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Aaron Jones,RB,69.0,208.0,26.0,4.56,16.0,37.5,knee,0,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Aaron Jones,RB,69.0,208.0,26.0,4.56,16.0,37.5,knee,0,3,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Aaron Jones,RB,69.0,208.0,28.0,4.56,16.0,37.5,hamstring,2,3,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Aaron Jones,RB,69.0,208.0,28.0,4.56,16.0,37.5,hamstring,2,3,7,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Aaron Jones,RB,69.0,208.0,28.0,4.56,16.0,37.5,hamstring,2,3,7,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Aaron Jones,RB,69.0,208.0,28.0,4.56,16.0,37.5,hamstring,2,3,7,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Aaron Jones,RB,69.0,208.0,28.0,4.56,16.0,37.5,hamstring,2,3,7,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Aaron Jones,RB,69.0,208.0,28.0,4.56,16.0,37.5,knee,0,3,7,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Aaron Jones,RB,69.0,208.0,28.0,4.56,16.0,37.5,knee,0,3,8,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Aaron Jones,RB,69.0,208.0,28.0,4.56,16.0,37.5,knee,0,3,9,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Aaron Jones,RB,69.0,208.0,28.0,4.56,16.0,37.5,knee,0,3,10,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Aaron Williams,CB,72.0,200.0,21.0,4.55,18.0,37.5,calf,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Aaron Williams,CB,72.0,200.0,21.0,4.55,18.0,37.5,calf,8,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Aaron Williams,CB,72.0,199.0,22.0,4.55,18.0,37.5,hand,14,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Aaron Williams,CB,72.0,199.0,22.0,4.55,18.0,37.5,knee,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Aaron Williams,CB,72.0,199.0,22.0,4.55,18.0,37.5,knee,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Aaron Williams,CB,72.0,199.0,22.0,4.55,18.0,37.5,knee,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Aaron Williams,CB,72.0,199.0,22.0,4.55,18.0,37.5,knee,0,4,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Aaron Williams,CB,72.0,199.0,22.0,4.55,18.0,37.5,knee,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Aaron Williams,CB,72.0,199.0,22.0,4.55,18.0,37.5,knee,0,4,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Aaron Williams,CB,72.0,199.0,22.0,4.55,18.0,37.5,knee,0,4,6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Aaron Williams,CB,72.0,199.0,23.0,4.55,18.0,37.5,back,7,4,7,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Abry Jones,DT,75.0,312.0,21.0,5.06,30.0,26.5,back,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Abry Jones,DT,76.0,312.0,22.0,5.06,30.0,26.5,abdomen,18,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Abry Jones,DT,76.0,320.0,23.0,5.06,30.0,26.5,knee,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,Abry Jones,DT,76.0,320.0,23.0,5.06,30.0,26.5,knee,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,Ace Sanders,WR,67.0,178.0,21.0,4.58,7.0,32.0,rib,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Ace Sanders,WR,67.0,178.0,21.0,4.58,7.0,32.0,concussion,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,Ace Sanders,WR,67.0,178.0,21.0,4.58,7.0,32.0,concussion,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,Ace Sanders,WR,67.0,178.0,21.0,4.58,7.0,32.0,finger,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,Adam Shaheen,TE,78.0,270.0,23.0,4.79,24.0,32.5,concussion,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Adam Shaheen,TE,78.0,257.0,24.0,4.79,24.0,32.5,foot,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Adam Shaheen,TE,78.0,257.0,24.0,4.79,24.0,32.5,foot,4,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Adam Shaheen,TE,78.0,257.0,24.0,4.79,24.0,32.5,foot,4,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Adam Shaheen,TE,79.0,257.0,25.0,4.79,24.0,32.5,shoulder,3,6,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Adam Shaheen,TE,79.0,257.0,26.0,4.79,24.0,32.5,knee,0,6,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Adam Shaheen,TE,79.0,257.0,26.0,4.79,24.0,32.5,knee,0,6,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Adam Shaheen,TE,79.0,257.0,26.0,4.79,24.0,32.5,knee,0,6,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Adam Shaheen,TE,79.0,257.0,26.0,4.79,24.0,32.5,knee,0,6,3,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Adam Trautman,TE,77.0,253.0,25.0,4.8,18.0,34.5,ankle,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Adam Trautman,TE,77.0,253.0,25.0,4.8,18.0,34.5,ankle,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Adam Trautman,TE,77.0,253.0,25.0,4.8,18.0,34.5,ankle,1,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Adam Trautman,TE,77.0,253.0,25.0,4.8,18.0,34.5,ankle,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Adetokunbo Ogundeji,LB,76.0,268.0,22.0,4.75,22.0,32.0,ankle,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Adetokunbo Ogundeji,LB,76.0,268.0,23.0,4.75,22.0,32.0,shoulder,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Ahmad Dixon,S,72.0,205.0,22.0,4.64,14.0,32.0,hamstring,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Ahmad Dixon,S,72.0,205.0,22.0,4.64,14.0,32.0,hamstring,2,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Ahmad Dixon,S,72.0,205.0,22.0,4.64,14.0,32.0,hamstring,2,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Akeem Spence,DT,73.0,307.0,21.0,5.15,37.0,30.0,wrist,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Akeem Spence,DT,73.0,307.0,21.0,5.15,37.0,30.0,wrist,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,Akeem Spence,DT,73.0,307.0,21.0,5.15,37.0,30.0,wrist,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2013,Akeem Spence,DT,73.0,307.0,21.0,5.15,37.0,30.0,wrist,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2013,Akeem Spence,DT,73.0,307.0,21.0,5.15,37.0,30.0,wrist,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2013,Akeem Spence,DT,73.0,307.0,21.0,5.15,37.0,30.0,wrist,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
2013,Akeem Spence,DT,73.0,307.0,21.0,5.15,37.0,30.0,wrist,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2013,Akeem Spence,DT,73.0,307.0,21.0,5.15,37.0,30.0,wrist,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
2013,Akeem Spence,DT,73.0,307.0,21.0,5.15,37.0,30.0,wrist,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
2013,Akeem Spence,DT,73.0,307.0,21.0,5.15,37.0,30.0,wrist,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
2014,Akeem Spence,DT,73.0,307.0,22.0,5.15,37.0,30.0,hamstring,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2015,Akeem Spence,DT,73.0,307.0,23.0,5.15,37.0,30.0,ankle,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
